Position_X1,Position_Y1,Position_X2,Position_Y2,Position_X3,Position_Y3,Velocity_X1,Velocity_Y1,Velocity_X2,Velocity_Y2,Velocity_X3,Velocity_Y3,Momentum_X1,Momentum_Y1,Momentum_X2,Momentum_Y2,Momentum_X3,Momentum_Y3
89941749443.04443,75900140686.90573,-99999969584.03642,-78299992470.4941,46355153266.86608,141232616519.20493,-6979.311140115889,27533.640340991336,0.02110288442141114,-29999.992373607252,16009.92126545184,-5985.237843590251,-4.168044612877209e+28,1.6443090011640027e+29,4.197363711418676e+28,-5.966998483110482e+34,1.1764090145854011e+27,-4.3979527674701166e+26
89871956331.64328,76175477090.31564,-99999969373.00758,-78599992394.23016,46515252479.5206,141172764140.769,-6996.530003388477,27519.661584316294,0.02115497506496452,-29999.99233104965,15999.34371286915,-6001.10524252829,-4.178327718023599e+28,1.643474189815369e+29,4.207724540421442e+28,-5.966998474645775e+34,1.1756317760216251e+27,-4.409612132209787e+26
89801991031.60939,76450673706.15881,-99999969161.45784,-78899992317.54066,46675245916.64929,141112753088.34372,-7013.677500449963,27505.683688746394,0.02120685057679117,-29999.992288495912,15988.789268503193,-6016.937990277981,-4.188568203268718e+28,1.6426394298919346e+29,4.218042579723763e+28,-5.966998466181837e+34,1.1748562354496146e+27,-4.42124603525626e+26
89731854256.60489,76725730543.04628,-99999968949.38933,-79199992240.42563,46835133809.33433,141052583708.44095,-7030.753832333861,27491.706922926707,0.021258511563849544,-29999.992245946843,15978.25784160513,-6032.736223138896,-4.1987661886697825e+28,1.641804737437183e+29,4.2283179500496745e+28,-5.966998457718826e+34,1.1740823862011449e+27,-4.432854576762461e+26
89661546718.28156,77000647612.27554,-99999968736.80421,-79499992162.8851,46994916387.75038,140992256346.20956,-7047.759201119255,27477.73155300948,0.0213099586362185,-29999.992203403235,15967.749341938803,-6048.500076645303,-4.208921794908419e+28,1.640970128345726e+29,4.238550772743859e+28,-5.966998449256903e+34,1.1733102216456632e+27,-4.444437856318969e+26
89591069126.27036,77275424927.80563,-99999968523.70464,-79799992084.91913,47154593881.16977,140931771345.4431,-7064.693809903404,27463.75784266229,0.021361192407015176,-29999.992160865873,15957.26367977703,-6064.229685571842,-4.219035143274313e+28,1.640135618363792e+29,4.248741169755318e+28,-5.9669984407962215e+34,1.1725397351900162e+27,-4.45599597295819e+26
89520422188.17133,77550062506.23225,-99999968310.09271,-80099992006.52779,47314166517.96754,140871129048.5874,-7081.557862774627,27449.78605307644,0.02141221349231371,-29999.99211833554,15946.800765897917,-6079.925183939145,-4.229106355649008e+28,1.639301223089725e+29,4.258889263621197e+28,-5.966998432336939e+34,1.1717709202781789e+27,-4.467529025158484e+26
89449606609.54358,77824560366.76302,-99999968095.97058,-80399991927.71114,47473634525.62652,140810329796.74802,-7098.351564785444,27435.816442975505,0.021463022511064734,-29999.992075813007,15936.360511581213,-6095.586705019412,-4.239135554489867e+28,1.6384669579744974e+29,4.268995177450775e+28,-5.966998423879207e+34,1.1710037703909875e+27,-4.479037110848264e+26
89378623093.89572,78098918531.19276,-99999967881.34036,-80699991848.46927,47632998130.74233,140749373929.6978,-7115.075121925996,27421.849268624057,0.02151362008501571,-29999.992033299037,15925.942828604704,-6111.2143813419325,-4.249122862814205e+28,1.6376328383222287e+29,4.279059034909625e+28,-5.966998415423178e+34,1.1702382790458736e+27,-4.490520327410052e+26
89307472342.67647,78373137023.879,-99999967666.20416,-80999991768.80226,47792257559.02838,140688261785.8844,-7131.728741097737,27407.884783836584,0.021564006838632053,-29999.991990794388,15915.547629240631,-6126.808344698571,-4.2590684041835685e+28,1.6367988792907208e+29,4.2890809602039155e+28,-5.966998406969004e+34,1.1694744397966015e+27,-4.5019787716845096e+26
89236155055.26549,78647215871.71736,-99999967450.56409,-81299991688.7102,47951413035.320786,140626993702.4374,-7148.312630087387,27393.923239986565,0.021614183399019073,-29999.99194829981,15905.174826252147,-6142.368726149193,-4.268972302688188e+28,1.6359650958919978e+29,4.299061078064893e+28,-5.966998398516832e+34,1.1687122462330077e+27,-4.513412539974427e+26
89164671928.96461,78921155104.11723,-99999967234.42226,-81599991608.1932,48110464783.583305,140565570015.1759,-7164.826997541167,27379.96488601571,0.021664150395844732,-29999.991905816045,15894.824332889804,-6157.895656027056,-4.278834682931585e+28,1.6351315029928583e+29,4.308999513733517e+28,-5.966998390066811e+34,1.1679516919807428e+27,-4.524821728048681e+26
89093023658.9892,79194954752.97739,-99999967017.78075,-81899991527.25137,48269413026.9122,140503991058.61563,-7181.272052939291,27366.00996844337,0.021713908461263195,-29999.99186334383,15884.496062888078,-6173.389263944148,-4.288655670015345e+28,1.634298115315438e+29,4.3188963929452495e+28,-5.966998381619087e+34,1.1671927707010159e+27,-4.5362064311461604e+26
89021210938.45981,79468614852.66182,-99999966800.64166,-82199991445.88481,48428257987.541084,140442257165.9762,-7197.64800657074,27352.058731376095,0.021763458229839206,-29999.99182088389,15874.189930461922,-6188.849678796485,-4.298435389524046e+28,1.6334649474377804e+29,4.328751841915018e+28,-5.966998373173806e+34,1.166435476090342e+27,-4.547566743979657e+26
88949234458.3941,79742135439.97559,-99999966583.00708,-82499991364.09364,48586999886.8457,140380368669.18823,-7213.955069508298,27338.111416517353,0.021812800338473267,-29999.99177843695,15863.905850303354,-6204.277028769361,-4.308173967510356e+28,1.6326320137944164e+29,4.338565987322333e+28,-5.966998364731109e+34,1.1656798018802904e+27,-4.5589027607397266e+26
88877094907.69902,80015516554.14076,-99999966364.87907,-82799991281.878,48745638945.34874,140318325898.90054,-7230.193453583856,27324.168263177387,0.02186193542632761,-29999.99173600372,15853.643737578072,-6219.67144134256,-4.317871530480279e+28,1.6317993286769536e+29,4.3483389562965615e+28,-5.96699835629114e+34,1.1649257418372367e+27,-4.570214575098513e+26
88804792973.16318,80288758236.77254,-99999966146.25972,-83099991199.23804,48904175382.72452,140256129184.48712,-7246.363371363992,27310.229508283224,0.021910864134752996,-29999.99169358491,15843.40350792211,-6235.033043295516,-4.327528205378576e+28,1.6309669062346743e+29,4.358070876402371e+28,-5.966998347854038e+34,1.1641732897621166e+27,-4.581502280213545e+26
88732329339.44954,80561860531.85536,-99999965927.15108,-83399991116.17389,49062609417.80374,140193778854.05417,-7262.46503612581,27296.29538638883,0.0219595871072163,-29999.99165118122,15833.185077438518,-6250.361960712441,-4.337144119574334e+28,1.630134760475141e+29,4.367761875625322e+28,-5.966998339419944e+34,1.1634224394901823e+27,-4.592765968731501e+26
88659704689.08829,80834823485.71925,-99999965707.5552,-83699991032.6857,49220941268.578125,140131275234.44705,-7278.498661833054,27282.366129685368,0.02200810498922891,-29999.991608793338,15822.988362694074,-6265.658318987403,-4.3467194008467005e+28,1.62930290526481e+29,4.37741208235763e+28,-5.966998330988995e+34,1.1626731848907605e+27,-4.6040057327919435e+26
88586919702.46996,81107647147.01611,-99999965487.47415,-83999990948.77364,49379171152.20506,140068618651.25717,-7294.464463112486,27268.44196801164,0.022056418428275923,-29999.99156642195,15812.813280716031,-6280.922242829365,-4.3562541773707765e+28,1.6284713543296553e+29,4.387021625384081e+28,-5.966998322561326e+34,1.1619255198670139e+27,-4.615221664031017e+26
88513975057.83884,81380331566.69623,-99999965266.90997,-84299990864.43785,49537299285.01222,140005809428.8289,-7310.362655230526,27254.523128864617,0.022104528073746132,-29999.99152406774,15802.65974898889,-6296.153856267187,-4.365748577703671e+28,1.627640121255795e+29,4.396590633868106e+28,-5.966998314137073e+34,1.1611794383557037e+27,-4.6264138535851284e+26
88440871431.28653,81652876797.98488,-99999965045.86469,-84599990779.67853,49695325882.50211,139942847890.2662,-7326.1934540701695,27240.609837410095,0.022152434576862827,-29999.991481731377,15792.527685451209,-6311.353282654579,-4.3752027307707055e+28,1.626809219490131e+29,4.406119237338016e+28,-5.96699830571637e+34,1.1604349343269547e+27,-4.637582392094584e+26
88367609496.74583,81925282896.35898,-99999964824.34033,-84899990694.49583,49853251159.35663,139879734357.43967,-7341.957076108158,27226.70231649349,0.022200138590615363,-29999.991439413523,15782.417008492435,-6326.520644675026,-4.384616765851792e+28,1.6259786623409914e+29,4.415607565673395e+28,-5.96699829729935e+34,1.159692001784024e+27,-4.6487273697072094e+26
88294189925.98476,82197549919.52391,-99999964602.33894,-85199990608.88997,50011075329.44155,139816469150.99292,-7357.653738392419,27212.800786650743,0.022247640769691563,-29999.991397114838,15772.327636949774,-6341.656064346665,-4.393990812567953e+28,1.6251484629787825e+29,4.425055749091652e+28,-5.966998288886141e+34,1.1589506347630693e+27,-4.659848876081929e+26
88220613388.60083,82469677927.39041,-99999964379.86253,-85499990522.86111,50168798605.81105,139753052590.34946,-7373.283658519769,27198.905466119322,0.022294941770410862,-29999.991354835973,15762.259490105087,-6356.759663027124,-4.403325000868006e+28,1.624318634436646e+29,4.43446391813472e+28,-5.966998280476875e+34,1.1582108273329217e+27,-4.6709470003923304e+26
88146880552.01562,82741666982.0516,-99999964156.91312,-85799990436.40947,50326421200.712105,139689484993.71918,-7388.8470546138815,27185.016570849344,0.02234204225065827,-29999.991312577567,15752.21248768181,-6371.831561418329,-4.41261946101541e+28,1.623489189611123e+29,4.44383220365593e+28,-5.966998272071678e+34,1.1574725735948594e+27,-4.682021831330188e+26
88072992081.46948,83013517147.7601,-99999963933.49269,-86099990349.53525,50483943325.58892,139625766678.10498,-7404.34414530351,27171.13431451481,0.022388942869819125,-29999.991270340262,15742.186549841921,-6386.871879571272,-4.421874323575256e+28,1.6226601412628246e+29,4.453160736807024e+28,-5.966998263670678e+34,1.1567358676823843e+27,-4.693073457108971e+26
87998948640.01645,83285228490.90524,-99999963709.60326,-86399990262.23865,50641365191.08734,139561897959.30927,-7419.775149700981,27157.258908524916,0.02243564428871459,-29999.99122812469,15732.181597182911,-6401.880736890735,-4.431089719401427e+28,1.6218315020171082e+29,4.462449649025332e+28,-5.966998255274001e+34,1.1560007037610003e+27,-4.7041019654673116e+26
87924750888.51944,83556801079.9905,-99999963485.24681,-86699990174.5199,50798687007.05917,139497879151.94037,-7435.140287380939,27143.390562035496,0.02248214716953798,-29999.99118593147,15722.197550734807,-6416.858252139984,-4.440265779623897e+28,1.62100328436476e+29,4.471699072021104e+28,-5.96699824688177e+34,1.1552670760279936e+27,-4.71510744367246e+26
87850399485.64563,83828234985.61086,-99999963260.42534,-86999990086.37921,50955908982.56652,139433710569.41898,-7450.439778359354,27129.529481960522,0.02252845217579181,-29999.99114376122,15712.234331957214,-6431.8045434454325,-4.449402635636207e+28,1.6201755006626826e+29,4.480909137764991e+28,-5.966998238494106e+34,1.154534978712216e+27,-4.7260899785237036e+26
87775895087.86203,84099530280.43047,-99999963035.14082,-87299989997.81682,51113031325.88609,139369392523.98453,-7465.673843072785,27115.67587298372,0.022574559972225672,-29999.991101614552,15702.29186273638,-6446.719728301258,-4.458500419083067e+28,1.6193481631345878e+29,4.490079978475686e+28,-5.966998230111135e+34,1.1538044060738692e+27,-4.7370496563557644e+26
87701238349.4313,84370687039.16031,-99999962809.39522,-87599989908.83296,51270054244.51346,139304925326.7015,-7480.8427023579015,27101.829937570263,0.02262047122477484,-29999.99105949207,15692.370065382302,-6461.603923573994,-4.467559261848139e+28,1.6185212838716962e+29,4.499211726607715e+28,-5.966998221732972e+34,1.1530753524042915e+27,-4.7479865630421705e+26
87626429922.40773,84641705338.53601,-99999962583.1905,-87899989819.42789,51426977945.16728,139240309287.46576,-7495.946577431265,27087.991875978543,0.022666186600499662,-29999.991017394368,15682.468862625852,-6476.457245507079,-4.476579296041952e+28,1.6176948748334385e+29,4.508304514839383e+28,-5.966998213359739e+34,1.1523478120257475e+27,-4.7589007839986016e+26
87551470456.63342,84912585257.29579,-99999962356.52864,-88199989729.60184,51583802633.79354,139175544715.01068,-7510.985689869351,27074.16188627204,0.022711706767525694,-29999.99097532204,15672.588177615939,-6491.279809725387,-4.485560653989976e+28,1.6168689478481662e+29,4.51735847606086e+28,-5.966998204991554e+34,1.1516217792912192e+27,-4.769792404186214e+26
87476360599.73473,85183326876.15851,-99999962129.41158,-88499989639.35506,51740528515.5697,139110631916.91342,-7525.960261588842,27060.34016433124,0.02275703239498463,-29999.99093327567,15662.727933916682,-6506.071731239707,-4.494503468220856e+28,1.6160435146138617e+29,4.526373743362443e+28,-5.966998196628531e+34,1.1508972485841978e+27,-4.780661508114937e+26
87401100997.11884,85453930277.80182,-99999961901.84125,-88799989548.68782,51897155794.90887,139045571199.601,-7540.870514827158,27046.52690386565,0.022802164152955943,-29999.99089125583,15652.888055504633,-6520.8331244512065,-4.503407871454779e+28,1.6152185866988568e+29,4.535350450022936e+28,-5.966998188270785e+34,1.1501742143184804e+27,-4.791508179846746e+26
87325692291.97057,85724395546.84047,-99999961673.81961,-89099989457.60037,52053684675.46391,138980362868.3565,-7555.71667212325,27032.722296425884,0.022847102712409324,-29999.990849263097,15643.068466766015,-6535.5641031558525,-4.512273996592005e+28,1.614394175542554e+29,4.5442887294982145e+28,-5.966998179918429e+34,1.1494526709379667e+27,-4.8023325029989204e+26
87250135125.24933,85994722769.80473,-99999961445.34859,-89399989366.093,52210115360.13158,138915007227.32495,-7570.4989562986275,27018.926531415786,0.022891848745147818,-29999.990807298032,15633.269092493993,-6550.264780548809,-4.521101976701541e+28,1.6135702924561507e+29,4.5531887154099e+28,-5.966998171571578e+34,1.1487326129164586e+27,-4.813134560747265e+26
87174430135.68634,86264912035.1189,-99999961216.4301,-89699989274.16599,52366448051.05652,138849504579.51947,-7585.217590438652,27005.139796104657,0.022936402923751754,-29999.990765361195,15623.489857885961,-6564.9352692287985,-4.529891945009963e+28,1.6127469486233703e+29,4.5620505415342235e+28,-5.966998163230342e+34,1.1480140347574604e+27,-4.823914435829321e+26
87098577959.78195,86534963433.07994,-99999960987.06607,-89999989181.8196,52522682949.635376,138783855226.82718,-7599.872797874064,26991.36227563951,0.02298076592152338,-29999.990723453135,15613.73068854088,-6579.575681202442,-4.538644034890391e+28,1.6119241551011916e+29,4.570874341791e+28,-5.966998154894828e+34,1.1472969309939838e+27,-4.834672210547554e+26
87022579231.8032,86804877055.83633,-99999960757.2584,-90299989089.05412,52678820256.52078,138718059470.01517,-7614.464802162762,26977.5941530574,0.023024938412432243,-29999.9906815744,15603.991510456617,-6594.18612788856,-4.5473583798516015e+28,1.6111019228205878e+29,4.579660250232773e+28,-5.966998146565148e+34,1.1465812961883522e+27,-4.845407966772514e+26
86946434583.78159,87074652997.36691,-99999960527.00902,-90599988995.86987,52834860171.62535,138652117608.73627,-7628.993827071821,26963.835609297807,0.023068921071061326,-29999.99063972553,15594.272250027332,-6608.766720122453,-4.556035113527292e+28,1.610280262587265e+29,4.588408401034097e+28,-5.966998138241407e+34,1.1458671249320083e+27,-4.8561217859459786e+26
86870144645.51086,87344291353.45988,-99999960296.31981,-90899988902.26714,52990802894.125626,138586029941.53503,-7643.46009655976,26950.086823215068,0.02311271457255386,-29999.990597907054,15584.57283404088,-6623.317568160154,-4.564674369665489e+28,1.609459185082404e+29,4.597118928480963e+28,-5.966998129923713e+34,1.1451544118453239e+27,-4.866813749084081e+26
86793710044.54527,87613792221.69203,-99999960065.19266,-91199988808.2462,53146648622.466034,138519796765.85342,-7657.863834759044,26936.347971590854,0.02315631959256092,-29999.9905561195,15574.893189676248,-6637.838781682652,-4.5732762821181016e+28,1.6086387008634057e+29,4.605791966960367e+28,-5.966998121612168e+34,1.1444431515774107e+27,-4.877483936780412e+26
86717131406.19768,87883155701.40794,-99999959833.62946,-91499988713.80739,53302397554.36279,138453418378.0366,-7672.20526595883,26922.6192291467,0.023199736807189675,-29999.99051436339,15565.23324450101,-6652.330469800085,-4.581840984830613e+28,1.6078188203646412e+29,4.614427650950026e+28,-5.966998113306879e+34,1.1437333388059342e+27,-4.8881324292091024e+26
86640409353.53809,88152381893.69942,-99999959601.63208,-91799988618.95102,53458049886.8078,138386895073.3386,-7686.48461458795,26908.900768556574,0.023242966892952424,-29999.99047263924,15555.592926468826,-6666.792741055921,-4.590368611831924e+28,1.6069995538981988e+29,4.623026115008237e+28,-5.966998105007945e+34,1.1430249682369293e+27,-4.898759306127891e+26
86563544507.39221,88421470901.38498,-99999959369.20241,-92099988523.67741,53613605816.07249,138320227145.92804,-7700.702105198132,26895.192760459482,0.023286010526716285,-29999.990430947557,15545.972163916946,-6681.225703431102,-4.598859297224324e+28,1.6061809116546404e+29,4.631587493763868e+28,-5.966998096715468e+34,1.1423180346046171e+27,-4.909364646881174e+26
86486537486.34023,88690422828.98958,-99999959136.3423,-92399988427.9869,53769065537.711655,138253414888.89374,-7714.857962447453,26881.495373472128,0.02332886838565361,-29999.990389288843,15536.370885563763,-6695.629464348168,-4.607313175173619e+28,1.6053629037037556e+29,4.640111921906502e+28,-5.966998088429551e+34,1.1416125326712253e+27,-4.919948530403034e+26
86409388906.71574,88959237782.7243,-99999958903.05362,-92699988331.87978,53924429246.56729,138186458594.25024,-7728.95241108403,26867.808774201585,0.023371541147193104,-29999.990347663595,15526.789020506381,-6710.004130675357,-4.615730379899383e+28,1.6045455399953187e+29,4.648599534176708e+28,-5.966998080150289e+34,1.1409084572268088e+27,-4.930511035220252e+26
86332099382.6049,89227915870.46632,-99999958669.33821,-92999988235.35641,54079697136.772354,138119358552.94348,-7742.98567592994,26854.133127258025,0.02341402948897164,-29999.9903060723,15517.226498218208,-6724.349808730692,-4.62411104566536e+28,1.6037288303598494e+29,4.657050465356459e+28,-5.966998071877781e+34,1.1402058030890739e+27,-4.941052239455312e+26
86254669525.84561,89496457201.7389,-99999958435.19792,-93299988138.41714,54234869401.75454,138052115054.85617,-7756.95798186537,26840.468595267448,0.023456334088786755,-29999.990264515447,15507.683248546587,-6738.666604286027,-4.632455306769999e+28,1.6029127845093722e+29,4.6654648502596855e+28,-5.966998063612122e+34,1.1395045651032032e+27,-4.951572220829373e+26
86177099946.02696,89764861887.69157,-99999958200.63458,-93599988041.0623,54389946234.240005,137984728388.81332,-7770.869553813001,26826.815338884466,0.02349845562454984,-29999.99022299351,15498.159201710452,-6752.9546225710965,-4.640763297537125e+28,1.6020974120381805e+29,4.673842823722963e+28,-5.966998055353409e+34,1.138804738141684e+27,-4.962071056665241e+26
86099391250.48883,90033130041.08041,-99999957965.65002,-93899987943.29224,54544927826.25711,137917198842.58762,-7784.720616722615,26813.1735168051,0.023540394774240015,-29999.990181506964,15488.654288298,-6767.213968277525,-4.649035152306746e+28,1.6012827224236005e+29,4.682184520596339e+28,-5.966998047101735e+34,1.138106317104137e+27,-4.972548823890325e+26
86021544044.32161,90301261776.24846,-99999957730.24608,-94199987845.1073,54699814369.14009,137849526702.90485,-7798.511395555925,26799.54328577959,0.023582152215858677,-29999.990140056278,15479.168439264406,-6781.44474556283,-4.657271005425999e+28,1.600468725026757e+29,4.690490075734291e+28,-5.966998038857193e+34,1.1374092969171485e+27,-4.983005599039567e+26
85943558930.36604,90569257209.10626,-99999957494.42456,-94499987746.50786,54854606053.53274,137781712255.44922,-7812.242115271641,26785.92480062526,0.023623728627384717,-29999.99009864191,15469.701585929559,-6795.6470580544,-4.665470991240224e+28,1.5996554290933407e+29,4.69875962398682e+28,-5.966998030619875e+34,1.136713672534104e+27,-4.993441458258373e+26
85865436509.21333,90837116457.11252,-99999957258.18727,-94799987647.49428,55009303069.39204,137713755784.86868,-7825.9130008107395,26772.31821423935,0.023665124686730408,-29999.990057264313,15460.253659975828,-6809.821008853463,-4.673635244084174e+28,1.598842843754374e+29,4.706993300190678e+28,-5.966998022389871e+34,1.1360194389350238e+27,-5.003856477305525e+26
85787177379.20523,91104839639.25491,-99999957021.53603,-95099987548.06693,55163905605.9918,137645657574.78015,-7839.524277081976,26758.7236776119,0.023706341071697952,-29999.99001592394,15450.824593445852,-6823.966700539034,-4.681763898273356e+28,1.5980309780269826e+29,4.715191239160722e+28,-5.966998014167271e+34,1.1353265911264012e+27,-5.014250731556082e+26
85708782136.43442,91372426876.03104,-99999956784.47261,-95399987448.22617,55318413851.926254,137577417907.77475,-7853.076168947597,26745.141339838643,0.02374737845993669,-29999.989974621236,15441.414318740366,-6838.084235171845,-4.689857088095505e+28,1.597219840815164e+29,4.723353575681408e+28,-5.966998005952164e+34,1.1346351241410421e+27,-5.0246242960042715e+26
85630251374.74495,91639878289.42943,-99999956546.99883,-95699987347.97238,55472827995.113655,137509037065.42303,-7866.568901209281,26731.5713481339,0.02378823752890095,-29999.98993335664,15432.022768616047,-6852.17371429827,-4.697914947802183e+28,1.5964094409105568e+29,4.731480444498399e+28,-5.966997997744636e+34,1.1339450330379072e+27,-5.0349772452663686e+26
85551585685.73285,91907194002.91077,-99999956309.11646,-95999987247.30595,55627148222.79981,137440515328.28006,-7880.002698594293,26718.013847843482,0.02382891895580857,-29999.98989213058,15422.649876183395,-6866.235238954233,-4.705937611600512e+28,1.5955997869932127e+29,4.739571980310324e+28,-5.966997989544772e+34,1.1332563129019559e+27,-5.04530965358357e+26
85472785658.7469,92174374141.3892,-99999956070.82727,-96299987146.22726,55781374721.561646,137371852975.89052,-7893.377785741852,26704.468982457605,0.023869423417600014,-29999.989850943486,15413.295574904649,-6880.268909669099,-4.713925213645034e+28,1.5947908876323683e+29,4.747628317760643e+28,-5.966997981352659e+34,1.1325689588439936e+27,-5.055621594824854e+26
85393851880.88948,92441418831.21378,-99999955832.13304,-96599987044.7367,55935507677.31069,137303050286.79382,-7906.694387189707,26690.936893623817,0.023909751590898188,-29999.989809795778,15403.959798591712,-6894.274826469567,-4.721877888029694e+28,1.5939827512872145e+29,4.755649591429649e+28,-5.96699797316838e+34,1.131882966000519e+27,-5.065913142489838e+26
85314784937.01758,92708328200.15001,-99999955593.03552,-96899986942.83466,56089547275.29661,137234107538.52913,-7919.952727360935,26677.417721159913,0.023949904151968834,-29999.989768687872,15394.642481404131,-6908.253088883542,-4.729795768779951e+28,1.59317538630767e+29,4.763635935826601e+28,-5.966997964992017e+34,1.1311983295335755e+27,-5.076184369711626e+26
85235585409.74397,92975102377.3616,-99999955353.53648,-97199986840.52153,56243493700.11065,137165025007.64029,-7933.15303055093,26663.911603066852,0.023989881776681567,-29999.98972762018,15385.343557847096,-6922.203795944007,-4.737678989845016e+28,1.5923688009351527e+29,4.771587485381964e+28,-5.966997956823654e+34,1.1305150446306046e+27,-5.086435349259656e+26
85156253879.43846,93241741493.39227,-99999955113.63766,-97499986737.79773,56397347135.68912,137095802969.68085,-7946.295520914623,26650.418675541696,0.02402968514047155,-29999.98968659311,15376.062962769462,-6936.127046192887,-4.745527685090213e+28,1.59156300330335e+29,4.779504374439791e+28,-5.96699794866337e+34,1.1298331065043e+27,-5.0966661535425335e+26
85076790924.22931,93508245680.14769,-99999954873.34082,-97799986634.66367,56551107765.31681,137026441699.21892,-7959.38042245388,26636.939072990503,0.024069314918301755,-29999.98964560706,15366.800631361817,-6950.022937684909,-4.753341988289457e+28,1.590758001438993e+29,4.787386737250219e+28,-5.966997940511244e+34,1.1291525103924663e+27,-5.1068768546108715e+26
84997197120.00478,93774615070.8776,-99999954632.64767,-98099986531.11974,56704775771.63043,136956941469.84207,-7972.407959005129,26623.472928041258,0.024108771784625862,-29999.989604662424,15357.556499154573,-6963.891567991458,-4.761122033117863e+28,1.589953803262624e+29,4.795234707962083e+28,-5.966997932367356e+34,1.128473251557878e+27,-5.117067524160123e+26
84917473040.41472,94040849800.158,-99999954391.55995,-98399986427.16637,56858351336.62198,136887302554.16216,-7985.37835422717,26610.020371556773,0.02414805641335174,-29999.989563759587,15348.330502016091,-6977.733034204429,-4.768867953144466e+28,1.5891504165893706e+29,4.803048420615661e+28,-5.966997924231782e+34,1.1277953252881424e+27,-5.1272382335334144e+26
84837619256.87245,94306950003.87357,-99999954150.07939,-98699986322.80396,57011834641.64214,136817525223.82011,-7998.291831589199,26596.581532647582,0.024187169477805543,-29999.98952289894,15339.122576150845,-6991.547432940085,-4.77657988182507e+28,1.588347849129714e+29,4.810828009135522e+28,-5.966997916104599e+34,1.1271187268955641e+27,-5.137389053724374e+26
84757636338.55656,94572915819.20004,-99999953908.2077,-98999986218.03294,57165225867.40365,136747609749.4907,-8011.148614359019,26583.15653868483,0.0242261116506964,-29999.98948208086,15329.932658097605,-7005.334860342916,-4.784257952495206e+28,1.587546108490258e+29,4.818573607323514e+28,-5.966997907985883e+34,1.126443451717012e+27,-5.1475200553799744e+26
84677524852.41298,94838747384.58688,-99999953665.94658,-99299986112.85376,57318525193.98463,136677556400.88728,-8023.948925591455,26569.74551531315,0.024264883604081685,-29999.989441305715,15320.76068472767,-7019.095412089495,-4.791902298363218e+28,1.5867452021745014e+29,4.826285348851847e+28,-5.966997899875706e+34,1.1257694951137891e+27,-5.1576313088033606e+26
84597285363.15706,95104444839.74002,-99999953423.29774,-99599986007.26682,57471732800.8319,136607365446.76639,-8036.692988116961,26556.348586463515,0.02430348600933287,-29999.989400573882,15311.60659324313,-7032.82918339235,-4.799513052503449e+28,1.5859451375836012e+29,4.833963367256307e+28,-5.966997891774145e+34,1.1250968524715052e+27,-5.167722883956699e+26
84516918433.2759,95370008325.60466,-99999953180.26288,-99899985901.27255,57624848866.764336,136537037154.93246,-8049.381024530422,26542.9658743661,0.024341919537101974,-29999.98935988572,15302.470321175162,-7046.536269003839,-4.807090347849568e+28,1.5851459220171434e+29,4.8416077959295825e+28,-5.96699788368127e+34,1.124425519199951e+27,-5.177794850464021e+26
84436424623.0306,95635437984.34833,-99999952936.84369,-100199985794.87141,57777873569.97609,136466571792.24243,-8062.013257180145,26529.597499563086,0.02438018485728856,-29999.989319241588,15293.351806382367,-7060.216763220033,-4.814634317187983e+28,1.5843475626739076e+29,4.849218768114694e+28,-5.966997875597151e+34,1.1237554907329763e+27,-5.1878472776140796e+26
84355804490.45879,95900733959.34396,-99999952693.04184,-100499985688.06383,57930807088.03991,136395969624.61023,-8074.58990815704,26516.2435809215,0.024418282639007322,-29999.98927864184,15284.250987049138,-7073.870759884617,-4.822145093151384e+28,1.583550066652632e+29,4.856796416898556e+28,-5.966997867521861e+34,1.1230867625283706e+27,-5.1978802343632164e+26
84275058591.37721,96165896395.15318,-99999952448.85901,-100799985580.85025,58083649597.9104,136325230917.01138,-8087.111199283991,26502.904235645972,0.02445621355055623,-29999.989238086822,15275.167801684076,-7087.498352392805,-4.8296228082124e+28,1.5827534409527775e+29,4.864340875205634e+28,-5.966997859455469e+34,1.122419330067746e+27,-5.207893789338233e+26
84194187479.38437,96430925437.50964,-99999952204.29688,-101099985473.23112,58236401275.92724,136254355933.48746,-8099.57735210541,26489.57957929153,0.024493978259385207,-29999.989197576884,15266.102189118443,-7101.099633695272,-4.837067594677351e+28,1.5819576924752903e+29,4.871852275791717e+28,-5.966997851398042e+34,1.1217531888564232e+27,-5.2178880108392855e+26
84113191705.86331,96695821233.30255,-99999951959.35709,-101399985365.2069,58389062297.81842,136183344937.1505,-8111.988587876977,26476.269725776336,0.0245315774320654,-29999.98915711236,15257.054088504648,-7114.674696302106,-4.844479584680131e+28,1.5811628280233628e+29,4.879330751237808e+28,-5.966997843349648e+34,1.1210883344233215e+27,-5.2278629668427875e+26
84032071819.98454,96960583930.56032,-99999951714.0413,-101699985256.77802,58541632838.70347,136112198190.18747,-8124.345127555564,26462.974787394396,0.02456901173425896,-29999.98911669358,15248.023439314793,-7128.223632286785,-4.851858910176184e+28,1.5803688543031934e+29,4.886776433944107e+28,-5.966997835310353e+34,1.120424762320851e+27,-5.2378187250043295e+26
83950828368.70898,97225213678.43427,-99999951468.35118,-101999985147.94495,58694113073.09662,136040915953.86461,-8136.647191789335,26449.694874828274,0.02460628183068939,-29999.989076320882,15239.01018133924,-7141.746533290182,-4.859205702936591e+28,1.5795757779247446e+29,4.89418945612412e+28,-5.966997827280223e+34,1.1197624681248072e+27,-5.247755352661626e+26
